externalinvoicenumber,status,dateofpurchase,dateofdelivery,itemnumber,quantity,delivered
"PO210510-21/007PAV","DELIVERED","10/05/2021 12:00:00","09/07/2021 15:52:27","S925-WHI-RIN-GEM-001-S","50","50"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-EAR-DROP-006","50","50"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-S","20","20"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-012-100-500","650","202"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-012-100-500","756","756"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-012-100-500","300","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-012-100-500","202","202"
"PO211210-21/002MS","DELIVERED","10/12/2021 16:00:00","15/02/2022 16:10:41","S925-WHI-EAR-HOOP-020-020","151","151"
"PO210928-21/001ADD","DELIVERED","28/09/2021 11:00:00","23/12/2021 14:16:42","G9K-YEL-EAR-STUD-BALL-001-003","50","50"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-NEC-PEN-CZ-001-502","150","150"
"PO211103-21/006BC","DELIVERED","03/11/2021 13:00:00","24/11/2021 14:43:18","S925-BC-1764-PEN-3H","379","379"
"PO211210-21/007BC","DELIVERED","10/12/2021 15:00:00","23/12/2021 12:32:56","S925-BC-1764-PEN-3H","65","65"
"PO220119-22/001BC","DELIVERED","19/01/2022 17:00:00","08/03/2022 14:14:18","S925-BC-1764-PEN-3H","847","847"
"PO210716-21/011GS-Part 1","DELIVERED","16/07/2021 08:00:00","20/09/2021 11:04:15","GS-S925-EAR-014","90","90"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-S925-EAR-014","152","152"
"PO210716-21/011GS-Part 2","DELIVERED","16/07/2021 11:00:00","04/10/2021 14:57:00","GS-S925-EAR-014","8","8"
"PO210609-21/008GS Part 1","DELIVERED","09/06/2021 15:00:00","23/07/2021 15:10:21","GS-S925-EAR-014","53","53"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","GS-S925-EAR-014","202","202"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","GS-S925-EAR-014","51","51"
"PO210517-21/007GS","DELIVERED","17/05/2021 08:00:00","29/06/2021 15:35:37","GS-S925-EAR-014","50","50"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-STUD-034","200","200"
"PO210915-21/001VIE","DELIVERED","15/09/2021 09:00:00","23/12/2021 12:40:37","G9K-YEL-NEC-CHA-001-008-400","100","100"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-PEN-COIN-003","200","200"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-001-030-500","2100","2100"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-001-030-500","2504","2504"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-001-030-500","1000","1000"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-001-030-500","500","500"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-024-190-450","51","51"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-024-190-450","50","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-024-190-450","151","151"
"PO211210-21/002CSJC","DELIVERED","10/12/2021 16:00:00","21/01/2022 13:42:47","CN-S925-LOC-004","100","100"
"PO210729-21/001CSJC","DELIVERED","29/07/2021 09:00:00","15/10/2021 14:23:52","CN-S925-LOC-004","100","100"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-P","45","45"
"PO220303-22/004PAV","DELIVERED","04/03/2022 11:29:11","05/05/2022 10:53:27","S925-WHI-EAR-STUD-016","50","50"
"PO210510-21/006GS","DELIVERED","10/05/2021 08:00:00","29/06/2021 15:34:24","GS-S925-NEC-PEN-002","53","53"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-ROSE-CHAIN-008-030-700","50","0"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-CHAIN-006-035-550","100","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-006-035-550","400","400"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-006-035-550","550","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-006-035-550","407","407"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-006-035-550","101","101"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-006-035-550","453","453"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-001-040-500","200","200"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-001-040-500","700","700"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-001-040-500","201","201"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-001-040-500","800","796"
"PO220331-22/007BIA","OPEN","31/03/2022 10:59:27","31/03/2022 10:59:27","BIA-ROSE-CHAIN-015-120-500","50","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-ROSE-CHAIN-015-120-500","103","103"
"PO220303-22/005BIA","PARTIAL","04/03/2022 11:20:00","04/03/2022 11:20:00","BIA-ROSE-CHAIN-015-120-500","100","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-027-055-410","102","102"
"PO220425-22/008PAV","OPEN","26/04/2022 09:46:23","26/04/2022 09:46:23","S925-YEL-EAR-STUD-PERL-001-9to10","50","0"
"PO220511-22/009PAV","OPEN","12/05/2022 13:36:40","12/05/2022 13:36:40","S925-YEL-EAR-STUD-PERL-001-9to10","50","0"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-YEL-EAR-STUD-PERL-001-9to10","100","100"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-YEL-EAR-STUD-PERL-001-9to10","100","100"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-YEL-EAR-STUD-PERL-001-9to10","100","100"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-YEL-EAR-STUD-PERL-001-9to10","50","50"
"PO211210-21/003BP","DELIVERED","10/12/2021 16:00:00","25/02/2022 12:17:28","G9K-ROS-BRA-CHA-001-190","20","20"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-016-350-190","150","149"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-ROSE-CHAIN-015-120-450","150","150"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","BIA-ROSE-CHAIN-015-120-450","101","101"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-NEC-PEN-CZ-001-202","150","150"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-DROP-021","200","200"
"PO220303-22/005CHR","DELIVERED","04/03/2022 11:21:47","03/05/2022 12:53:40","BIA-S925-CHAIN-055-230-700","30","30"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","BIA-S925-CHAIN-055-230-700","51","51"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-055-230-700","101","100"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-S925-PEN-COIN-001","500","483"
"PO(20/04/2021)","DELIVERED","20/04/2021 13:22:47","20/04/2021 13:38:45","GS-S925-PEN-COIN-001","11","11"
"PO220317-22/003GS","OPEN","18/03/2022 09:42:03","18/03/2022 09:42:03","GS-S925-PEN-COIN-001","100","0"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","GS-S925-PEN-COIN-001","96","96"
"PO210716-21/011GS-Part 1","DELIVERED","16/07/2021 08:00:00","20/09/2021 11:04:15","GS-S925-PEN-COIN-001","106","106"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","GS-S925-PEN-COIN-001","107","107"
"PO210609-21/008GS	Part 3","DELIVERED","09/06/2021 12:00:00","20/09/2021 10:40:51","GS-S925-PEN-COIN-001","215","215"
"PO210510-21/001GL","DELIVERED","10/05/2021 15:00:00","11/06/2021 13:28:56","GL-9K-CHAIN-001-140-510","171","171"
"PO220331-22/006PAV","OPEN","31/03/2022 11:02:19","31/03/2022 11:02:19","S925-WHI-RIN-HAM-001-Q","100","0"
"PO210527-21/009PAV-Part 1","DELIVERED","27/05/2021 09:00:00","20/07/2021 09:50:24","S925-WHI-RIN-HAM-001-Q","100","100"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-Z","10","10"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-EAR-DROP-015","50","50"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-WHI-EAR-STUD-030","150","150"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-WHI-EAR-STUD-030","150","150"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-HOOP-004","350","100"
"PO220425-22/009BIA","OPEN","26/04/2022 09:43:45","26/04/2022 09:43:45","BIA-S925-HOOP-004","200","0"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-HOOP-004","200","0"
"PO220331-22/007BIA","OPEN","31/03/2022 10:59:27","31/03/2022 10:59:27","BIA-S925-HOOP-004","100","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-HOOP-004","50","50"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-HOOP-004","300","300"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-001-035-500","300","300"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-001-035-500","350","350"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-001-035-500","150","150"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-GP-CHAIN-001-035-500","254","254"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-ROSE-CHAIN-031-230-500","101","101"
"PO210510-21/001GL","DELIVERED","10/05/2021 15:00:00","11/06/2021 13:28:56","G9K-YEL-NEC-CHA-001-011-600","85","85"
"PO220425-22/008PAV","OPEN","26/04/2022 09:46:23","26/04/2022 09:46:23","S925-WHI-RIN-HAM-001-T","100","0"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-I","10","10"
"PO210928-21/001ADD","DELIVERED","28/09/2021 11:00:00","23/12/2021 14:16:42","G9K-YEL-EAR-STUD-PERL-001-6to7","50","50"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-038","200","200"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-STUD-036","200","200"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-ROSE-CHAIN-024-140-600","101","101"
"PO-29/01/2021","DELIVERED","04/02/2021 15:27:38","04/02/2021 15:45:40","BIA-BRP-CHAIN-060-150-500","100","100"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","BIA-BRP-CHAIN-060-150-500","78","78"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","S925-WHI-NEC-CHA-025-047-500","50","50"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","S925-WHI-NEC-CHA-025-047-500","200","200"
"PO210622-21/006CHR-Part 2","DELIVERED","22/06/2021 13:00:00","02/08/2021 14:47:33","S925-WHI-NEC-CHA-025-047-500","102","102"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","S925-WHI-NEC-CHA-025-047-500","52","52"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","TIE-S925-ANK-020","200","198"
"PO210412-21/004GS","DELIVERED","12/04/2021 13:00:00","07/06/2021 10:18:03","TIE-S925-ANK-020","208","208"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","TIE-S925-ANK-020","58","58"
"PO210729-21/003MAR","DELIVERED","29/07/2021 15:00:00","28/09/2021 08:32:03","S925-WHI-EAR-DROP-018","53","53"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-EAR-STUD-SWA-006-296","144","144"
"PO210429-21/005PAV- BLUE SWA","DELIVERED","29/04/2021 11:00:00","14/07/2021 08:47:19","S925-WHI-EAR-STUD-SWA-006-296","287","287"
"PO220412-22/007PAV","OPEN","12/04/2022 10:16:30","12/04/2022 10:16:30","S925-WHI-EAR-STUD-SWA-006-296","144","0"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-WHI-EAR-STUD-PERL-002-6to7","50","50"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-EAR-STUD-PERL-002-6to7","100","100"
"PO220217-22/003PAV","DELIVERED","17/02/2022 17:12:05","05/05/2022 10:54:39","S925-WHI-EAR-STUD-PERL-002-6to7","100","100"
"PO210928-21/001ADD","DELIVERED","28/09/2021 11:00:00","23/12/2021 14:16:42","G9K-YEL-EAR-STUD-BALL-001-006","50","50"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-DROP-021","200","200"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-029-036-450","97","97"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","S925-WHI-PEN-LET-001-W","52","52"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-EAR-DROP-013","50","50"
"PO220412-22/007PAV","OPEN","12/04/2022 10:16:30","12/04/2022 10:16:30","S925-WHI-EAR-DROP-013","50","0"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-EAR-DROP-013","50","50"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-EAR-DROP-013","50","50"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-EAR-CUFF-007","200","200"
"PO220217-22/003PAV","DELIVERED","17/02/2022 17:12:05","05/05/2022 10:54:39","S925-WHI-EAR-CUFF-007","150","150"
"PO210609-21/010PAV","DELIVERED","09/06/2021 11:00:00","04/08/2021 14:40:01","S925-WHI-EAR-CUFF-007","100","100"
"PO220223-22/001ADD","OPEN","22/02/2022 17:00:00","23/02/2022 17:00:00","G9K-YEL-PEN-CROS-007","50","0"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-EAR-STUD-018","50","50"
"PO210622-21/011PAV","DELIVERED","22/06/2021 10:00:00","04/08/2021 14:50:12","S925-WHI-EAR-STUD-018","50","50"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-GP-CHAIN-004-040-450","151","151"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-004-040-450","201","201"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-GP-CHAIN-004-040-450","150","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-004-040-450","199","199"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","S925-WHI-PEN-LET-001-A","52","52"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","S925-WHI-PEN-LET-001-A","50","50"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","S925-WHI-PEN-LET-001-A","100","100"
"PO210729-21/002CAV","DELIVERED","29/07/2021 08:00:00","20/01/2022 11:35:37","G9K-YEL-PEN-CROS-002","63","63"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","S925-WHI-PEN-LET-001-X","54","54"
"PO220223-22/001ADD","OPEN","22/02/2022 17:00:00","23/02/2022 17:00:00","G9K-YEL-PEN-CROS-009","50","0"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-COM-EAR-007","200","200"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-051-250-450","498","498"
"PO210729-21/012GS-Part 1","DELIVERED","29/07/2021 11:00:00","20/09/2021 11:17:15","BIA-S925-CHAIN-051-250-450","110","110"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","BIA-S925-CHAIN-051-250-450","420","420"
"PO210527-21/009PAV-Part 2 Zodiac","DELIVERED","27/05/2021 09:00:00","13/10/2021 12:25:27","S925-WHI-EAR-STUD-ZOD-001-ARI","200","200"
"PO211111-21/016GS","DELIVERED","11/11/2021 15:00:00","14/02/2022 15:57:47","S925-WHI-PEN-LET-001-C","53","53"
"PO220511-22/004GS","OPEN","12/05/2022 13:09:16","12/05/2022 13:09:16","S925-WHI-PEN-LET-001-C","50","0"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","S925-WHI-PEN-LET-001-C","52","52"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-ROSE-CHAIN-001-035-450","1000","999"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-ROSE-CHAIN-001-035-450","200","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-ROSE-CHAIN-001-035-450","252","252"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-ROSE-CHAIN-001-035-450","500","500"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-ROSE-CHAIN-001-035-450","200","200"
"PO210412-21/004GS","DELIVERED","12/04/2021 13:00:00","07/06/2021 10:18:03","S925-MUL-BRA-LAY-003-200","99","99"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","S925-MUL-BRA-LAY-003-200","50","0"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-037","200","200"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","S925-WHI-PEN-LET-001-Q","50","50"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-PEN-LOC-007","100","100"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-022-150-600","48","48"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-022-150-600","150","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-022-150-600","202","202"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-EAR-DROP-SWA-001-206","288","288"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-PEN-COIN-HAM-001","200","200"
"PO(20/04/2021)","DELIVERED","20/04/2021 13:22:47","20/04/2021 13:38:45","GS-GP-PEN-COIN-001","91","91"
"PO220511-22/004GS","OPEN","12/05/2022 13:09:16","12/05/2022 13:09:16","GS-GP-PEN-COIN-001","100","0"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","GS-GP-PEN-COIN-001","150","0"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","GS-GP-PEN-COIN-001","105","105"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","GS-GP-PEN-COIN-001","103","103"
"PO210907-21/013GS","DELIVERED","21/09/2021 12:00:00","03/12/2021 15:42:06","GS-GP-PEN-COIN-001","221","221"
"PO220317-22/003GS","OPEN","18/03/2022 09:42:03","18/03/2022 09:42:03","GS-GP-PEN-COIN-001","100","0"
"PO(20/04/2021)","DELIVERED","20/04/2021 13:22:47","20/04/2021 13:38:45","GS-GP-PEN-COIN-001","54","54"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","BIA-S925-CHAIN-052-040-250","3870","3870"
"PO210618-21/009GS","DELIVERED","18/06/2021 15:00:00","23/07/2021 14:53:06","BIA-S925-CHAIN-052-040-250","5262","5262"
"PO220223-22/004CHR","DELIVERED","23/02/2022 15:20:26","28/04/2022 10:49:00","BIA-S925-CHAIN-052-040-250","508","508"
"PO210609-21/008GS Part 2","DELIVERED","09/06/2021 15:00:00","11/08/2021 12:30:00","BIA-S925-CHAIN-052-040-250","1768","1768"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-CHAIN-020-200-450","200","0"
"PO220331-22/007BIA","OPEN","31/03/2022 10:59:27","31/03/2022 10:59:27","BIA-S925-CHAIN-020-200-450","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-020-200-450","200","51"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-020-200-450","250","0"
"PO220317-22/006BIA","OPEN","18/03/2022 09:38:57","18/03/2022 09:38:57","BIA-S925-CHAIN-020-200-450","100","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-020-200-450","201","201"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-STUD-042","200","200"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-041-220-200","100","0"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","BIA-S925-CHAIN-041-220-200","202","202"
"PO220303-22/005BIA","PARTIAL","04/03/2022 11:20:00","04/03/2022 11:20:00","BIA-S925-CHAIN-041-220-200","100","0"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","TIE-S925-BRA-023","51","51"
"PO220317-22/003GS","OPEN","18/03/2022 09:42:03","18/03/2022 09:42:03","TIE-S925-BRA-023","50","0"
"PO210412-21/004GS","DELIVERED","12/04/2021 13:00:00","07/06/2021 10:18:03","TIE-S925-BRA-023","108","108"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-STUD-033","200","200"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-GP-CHAIN-024-140-500","50","50"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-024-140-500","100","99"
"PO210622-21/002FAN","DELIVERED","22/06/2021 10:00:00","03/08/2021 15:10:22","S925-WHI-PEN-TREE-006","100","100"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-V","20","20"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-001-028-450","102","102"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-024","200","200"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-027","200","200"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-004-040-450","101","101"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-004-040-450","100","0"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","BIA-S925-CHAIN-004-040-450","102","102"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","S925-WHI-NEC-CHA-024-047-450","50","0"
"PO211015-21/010CHR","PARTIAL","15/10/2021 11:00:00","15/10/2021 11:00:00","S925-WHI-NEC-CHA-024-047-450","100","99"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","S925-WHI-NEC-CHA-024-047-450","100","100"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","S925-WHI-NEC-CHA-024-047-450","102","102"
